date,time,tweets
March 3,11:41 a.m., Weekly Address Join me here: 45.wh.gov/zPTKbq
March 3,12:54 p.m., We should start an immediate investigation into @SenSchumer and his ties to Russia and Putin. A total hypocrite!
,3:47 p.m.,"I hear by demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it. politico.com/st..."
March 3,3:48 p.m.,We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando.
March 3,4:02 p.m.,"I hereby demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it. poliico.com/st..."
March 3,5:13 p.m.,MAKE AMERICA GREAT AGAIN!
March 4,6:26 a.m.,The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs......
March 4,6:42 a.m.,"Just out: The same Russian Ambassador that met Jeff Sessions visited the Obama White House 22 times, and 4 times last year alone."
March 4,6:49 a.m.,Is it legal for a sitting President to be “wire tapping” a race for president prior to an election? Turned down by court earlier. A NEW LOW!
March 4,6:52 a.m.,"I’d bet a good lawyer could make a great case out of the fact that President Obama was tapping my phones in October, just prior to Election!"
March 4,7:02 a.m.,How low has President Obama gone to tapp my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!
March 4,8:19 a.m.,"Arnold Schwarzenegger isn’t voluntarily leaving the Apprentice, he was fired by his bad (pathetic) ratings, not by me. Sad end to great show"
March 5,6:32 a.m.,Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?
March 5,6:40 a.m.,"Who was it that secretly said to Russian President, “Tell Vladimir that after the election I’ll have more flexibility?” @foxandfriends"
March 5,12:30 p.m., Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!
March 6,4:19 p.m.,‘President Trump Congratulates Exxon Mobil for Job-Creating Investment Program’ whitehouse.gov/the-press-offi…
,4:21 p.m.,"Buy American & hire American are the principals at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil."
March 6,4:22 p.m.,"45,000 construction & manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!"
March 6,6:49 p.m.,There is an incredible spirit of optimism sweeping the country right now—we’re bringing back the JOBS!
March 6,10:49 p.m.," Buy American & hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil."
March 6,10:50 p.m.," Thank you to @exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing & construction jobs in the USA!"
March 7,7:04 a.m.,"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!"
March 7,7:13 a.m.,Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!
March 7,8:13 a.m.,"For eight years Russia “ran over” President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends"
March 7,8:41 a.m.,"Don’t worry, getting rid of state lines, which will promote competition, will be in phase 2 & 3 of healthcare rollout. @foxandfriends"
March 7,8:46 a.m.,i am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!
March 7,9:14 a.m.,"Don’t let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!"
March 7,7:14 p.m.,I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!
March 8,6:12 a.m.,I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.
March 8,6:13 a.m.,"On International Women’s Day, join me in honoring the critical role of women here in America & around the world."
March 8,7:11 a.m.,LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015
March 8,6:50 p.m.,Met with @RepCummings today at the @WhiteHouse. Great discussion!
March 8,6:54 p.m.,"Great news. We are only just beginning. Together, we are going to #MAGA! instagram.com/p/BRZROKmg-st/"
March 9,8:13 a.m.,RT @foxnation: .@realDonaldTrump’s First Full Month in Office Sees Biggest Jobs Gain ‘In Years’: Report: nation.foxnews.com/20...
March 9,12:01 p.m.," Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!"
March 9,5:36 p.m.,‘U.S. Consumer Comfort Just Reached Its Highest Level in a Decade’ bloomberg.com/amp/news/artic…
March 9,6:11 p.m.,Honored to meet this years @SenateYouth delegates w/ @VP Pence in the East Room of the @WhiteHouse. Congratulations! USSenateYouth.org
March 10,8:32 a.m.,RT @foxandfriends: “Never give up....that’s the worst thing you could do. There’s always a chance.” -Kyle Coddington’s message to those also fighting cancer
March 10,8:45 a.m.,"RT @DRUDGE_REPORT: GREAT AGAIN: +235,000 https://t.co/GkockGNdtC"
March 10,10:40 a.m., Weekly Address - 11:00 A.M. at the @WhiteHouse! #MAGA 45.wh.gov/hcdvxr
March 11,9:39 a.m.,We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!
March 12,8:36 a.m.,"RT @AmericaFirstPol: .@POTUS Trump led a historic journey to the White House. 50 days in, that historic journey continues. Take a look facebook.com/pg/POTUS/photo…"
March 13,8:52 a.m.,"It is amazing how rude much of the media is to my very hard working representatives. Be nice, you will do much better!"
March 13,1:20 p.m.,Healthcare listening session w/ @VP & @SecPriceMD. Watch: 45.wh.gov/wmwewc  #ReadTheBill: housegop.leadpages.co/healthcare/ #RepealAndReplace
March 13,4:57 p.m.,Proud to welcome our great Cabinet this afternoon for our first meeting. Unfortunately 4 seats were empty because Senate Dems are delaying!
March 13,6:54 p.m.,"Meeting w/ Washington, D.C. @MayorBowser and Metro GM Paul Wiedefeld about incoming winter storm preparations here in D.C. Everyone be safe!"
March 14,11:00 a.m.," JOBS, JOBS, JOBS!"
March 14,12:12 p.m., Great optimism in America – and the results will be even better! bloomberg.com/ne…
March 15,6:55 a.m.,"Does anybody really believe that a reporter, who nobody ever heard of, “went to his mailbox” and found my tax returns? @NBCNews FAKE NEWS!"
March 15,7:02 a.m.,"Can you imagine what the outcry would be if @SnoopDogg, failing career and all, had aimed and fired the gun at President Obama? Jail time!"
March 15,7:13 a.m.,"Will be going to Detroit, Michigan (love), today for a big meeting on bringing back car production to State & U.S. Already happening!"
March 15,7:29 a.m.,"Looking forward to a big rally in Nashville, Tennessee, tonight. Big crowd of great people expected. Will be fun!"
March 15,8:14 a.m.,CEO’s most optimistic since 2009. It will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut!
March 15,4:55 p.m.,I will be interviewed by @TuckerCarlson tonight at 9:00 P.M. on @FoxNews. Enjoy!
March 15,7:25 p.m.,Thank you Andrew Jackson! #POTUS7 #USA
March 15,8:03 p.m.,"In Nashville, Tennessee! Lets MAKE AMERICA GREAT AGAIN!"
March 16,12:20 a.m.," Thank you Nashville, Tennessee!"
March 16,11:52 a.m., A budget that puts #AmericaFirst must make safety its no. 1 priority—without safety there can be no prosperity: 45.wh.gov/NF9wr4
March 16,4:09 p.m.,"An honor to welcome the Taoiseach of Ireland, @EndaKennyTD to the @WhiteHouse today with @VP Pence."
March 16,5:43 p.m.,RT @USHCC: USHCC was delighted to host @IvankaTrump for a roundtable discussion w/ Hispanic women biz owners today in Washington #USHCCLegislative
March 16,5:54 p.m.,Great progress on healthcare. Improvements being made - Republicans coming together!
March 16,6:43 p.m.,My representatives had a great meeting w/ the Hispanic Chamber of Commerce at the WH today. Look forward to tremendous growth & future mtgs!
March 17,5:35 a.m.,"RT @DiamondandSilk: When the President says “You’re Fired” That means: “Pack Yo Stuff and Go, Not Say “You Refuse to Go!  #DrainTheSwamp  Choo Choo Baby!"
March 17,8:12 a.m.,Happy Lá Fheile Phadraig to all of my great Irish friends!
March 17,8:20 a.m.,RT @FoxNews: Jobs created in February.
March 17,8:26 a.m.,RT @AmericaFirstPol: MAJOR IMPACT: @POTUS Trump is 50 Days in and moving swiftly to get America back on the right track. #MAGA breitbart.com/big-go...
March 17,8:30 a.m.,RT @foxandfriends: VIDEO: Rep. Scalise — GOP agrees on over 85 percent of health care bill video.foxnews.com/v...
March 17,8:34 a.m.,"RT @foxandfriends: FOX NEWS ALERT: Jihadis using religious visa to enter US, experts warn (via @FoxFriendsFirst)"
March 17,9:07 a.m.,North Korea is behaving very badly. They have been “playing” the United States for years. China has done little to help!
March 17,10:07 a.m., “The President Changed. So Has Small Businesses’ Confidence” nytimes.com/20...
March 17,11:39 a.m., Great meeting with the @RepublicanStudy Committee this morning at the @WhiteHouse!
March 18,9:15 a.m.,"Despite what you have heard from the FAKE NEWS, I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless, Germany owes....."
March 18,9:23 a.m.,"...vast sums of money to NATO & the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!"
March 19,4:20 p.m.,#ICYMI: Weekly Address 45.wh.gov/Jjp2ki
March 20,6:35 a.m.,James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!
March 20,6:49 a.m.,The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College & lost!
March 20,7:02 a.m.,"The real story that Congress, the FBI and all others should be looking into is the leaking of Classified information. Must find leaker now!"
March 20,8:35 a.m.,Just heard Fake News CNN is doing polls again despite the fact that their election polls were a WAY OFF disaster. Much higher ratings at Fox
March 20,9:14 a.m.,"What about all of the contact with the Clinton campaign and the Russians? Also, is it true that the DNC would not let the FBI in to look?"
March 20,1:15 p.m.,Congratulations Eric & Lara. Very proud and happy for the two of you! RT @EricTrump: .@LaraLeaTrump & I are excited to announce that we are adding a boy to #TeamTrump in September. It’s been an amazing year. We are blessed!
March 20,7:03 p.m.,"Thank you Louisville, Kentucky- on my way! #MAGA"
March 20,10:18 p.m.," Thank you Louisville, Kentucky. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN!"
March 21,1:02 p.m.,Joined the @HouseGOP Conference this morning at the U.S. Capitol. PassTheBill.GOP  #PassTheBill #MAGA instagram.com/p/BR6GSLlALhD/
March 21,1:33 p.m.,"Honored to sign S.442 today. With this legislation, we support @NASA’s scientists, engineers, and astronauts in their pursuit of discovery!"
March 21,2:12 p.m.,"Today on #NationalAgDay, we honor our great American farmers & ranchers. Their hard work & dedication are ingrained in our nation’s fabric."
March 22,9:09 a.m.,Big day for healthcare. Working hard!
March 22,9:03 p.m.,RT @mitchellvii: EXACTLY AS I SAID - House Intel Chair: We Cannot Rule Out Sr. Obama Officials Were Involved in Trump Surveillance thegatewaypundit.com/20...
March 22,9:04 p.m.,RT @mitchellvii: Trump always ends up being right. It’s almost a little freaky.
March 22,9:33 p.m.,Spoke to U.K. Prime Minister Theresa May today to offer condolences on the terrorist attack in London. She is strong and doing very well.
March 23,8:18 a.m.,Just watched the totally biased and fake news reports of the so-called Russia story on NBC and ABC. Such dishonesty!
March 23,11:16 a.m.," A great American, Kurt Cochran, was killed in the London terror attack. My prayers and condolences are with his family and friends."
March 23,12:07 p.m., We are taking action to #RepealANDReplace #Obamacare! Contact your Rep & tell them you support #AHCA. #PassTheBill 45.wh.gov/Rame8F
March 23,6:19 p.m.,It was an honor to welcome so many truckers and trucking industry leaders to the @WhiteHouse today!
March 24,8:14 a.m.,"After seven horrible years of ObamaCare (skyrocketing premiums & deductibles, bad healthcare), this is finally your chance for a great plan!"
March 24,8:23 a.m.,"The irony is that the Freedom Caucus, which is very pro-life and against Planned Parenthood, allows P.P. to continue if they stop this plan!"
March 24,1:03 p.m.,"Today, I was pleased to announce the official approval of the presidential permit for the #KeystonePipeline. A great day for American jobs!"
March 24,1:59 p.m.,"Today, I was thrilled to announce a commitment of $25 BILLION & 20K AMERICAN JOBS over the next 4 years. THANK YOU Charter Communications!"
March 25,9:29 a.m.,Happy #MedalOfHonorDay to our heroes! whitehouse.gov/the-press-offi...
March 25,10:37 a.m., ObamaCare will explode and we will all get together and piece together a great healthcare plan for THE PEOPLE. Do not worry!
March 25,10:41 a.m.,
March 25,6:37 p.m.,Thanks you for all of the Trump Rallies today. Amazing support. We will all MAKE AMERICA GREAT AGAIN!
March 26,8:21 a.m.,"Democrats are smiling in D.C. that the Freedom Caucus, with the help of Club For Growth and Heritage, have saved Planned Parenthood & Ocare!"
March 26,9:04 p.m.,General Kelly is doing a great job at the border. Numbers are way down. Many are not even trying to come in anymore.
March 27,9:26 p.m.,"Why isn’t the House Intelligence Committee looking into the Bill & Hillary deal that allowed big Uranium to go to Russia, Russian speech...."
March 27,9:35 p.m.,"...money to Bill, the Hillary Russian “reset,” praise of Russia by Hillary, or Podesta Russian Company. Trump Russia story is a hoax. #MAGA!"
March 27,9:41 p.m.,The Republican House Freedom Caucus was able to snatch defeat from the jaws of victory. After so many bad years they were ready for a win!
March 27,10:03 p.m.," The Democrats will make a deal with me on healthcare as soon as ObamaCare folds - not long. Do not worry, we are in very good shape!"
March 28,6:36 a.m.,Big announcement by Ford today. Major investment to be made in three Michigan plants. Car companies coming back to U.S. JOBS! JOBS! JOBS!
March 28,11:26 a.m., The failing @NYTimes would do much better if they were honest! nypost.com/20...
March 28,4:57 p.m.,It was an honor to welcome @GLFOP to the @WhiteHouse today with @VP Pence & Attorney General Sessions.  THANK YOU for all you do 24/7/365!
March 28,5:48 p.m.,A NEW ERA IN AMERICAN ENERGY! #MadeInTheUSA Watch here: youtu.be/OdkThe_O50M
March 28,6:41 p.m.,Why doesn’t Fake News talk about Podesta ties to Russia as covered by @FoxNews or money from Russia to Clinton - sale of Uranium?
March 29,8:01 a.m.,"Remember when the failing @nytimes apologized to its subscribers, right after the election, because their coverage was so wrong. Now worse!"
March 29,8:21 a.m.,If the people of our great country could only see how viciously and inaccurately my administration is covered by certain media!
March 29,5:39 p.m.,Today’s EO established a commission on combating drug addiction and the opioid crisis. Watch listening session youtu.be/e27pzcJdD8E
March 29,7:58 p.m.,.@FLOTUS Melania and I were honored to stop by the Women’s Empowerment Panel this afternoon at the @WhiteHouse 45.wh.gov/5v2Pc1
March 29,10:12 p.m., Today we honored our true American heroes on the first-ever National Vietnam War Veterans Day. #ThankAVeteran whitehouse.gov/the-press-offi...
March 30,9:07 a.m.,"The Freedom Caucus will hurt the entire Republican agenda if they don’t get on the team, & fast. We must fight them, & Dems, in 2018!"
March 30,10:27 a.m., The failing @nytimes has disgraced the media world. Gotten me wrong for two solid years. Change libel laws? www.nypost.com/20...
March 30,5:17 p.m.,Great op-ed from @RepKenBuck. Looks like some in the Freedom Caucus are helping me end #Obamacare. thehill.com/blogs/co...
,5:18 p.m.,"If @RepMarkMeadows, @Jim_Jordan and Raul_Labrador would get on board we would have both great healthcare and massive tax cuts & reform."
March 30,5:20 p.m.,"If @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador would get on board we would have both great healthcare and massive tax cuts & reform."
March 30,5:21 p.m.,"Where are @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador? #RepealANDReplace #Obamacare"
March 30,6:16 p.m.,The meeting next week with China will be a very difficult one in that we can no longer have massive trade deficits...
March 30,6:16 p.m.,...and job losses. American companies must be prepared to look at other alternatives.
March 30,9:43 p.m.,Only by enlisting the full potential of women in our society will we be truly able to #MakeAmericaGreatAgain instagram.com/p/BSSNAoMAci3/
March 31,7:04 a.m.,"Mike Flynn should ask for immunity in that this is a witch hunt (excuse for big election loss), by media & Dems, of historic proportion!"
March 31,1:28 p.m.,"Great meeting with a wonderful woman today, former Secretary of State, Condoleezza Rice! #USA"
March 31,1:45 p.m.,#ConfirmGorsuch #SCOTUS
March 31,2:30 p.m.,It is an exciting time for our country! #WeeklyAddress #ConfirmGorsuch
March 31,3:37 p.m.,‘Trump Celebrates American Manufacturing Survey Showing Highest Level of Optimism in 20 Years’ 45.wh.gov/o6bLge
April 1,8:43 a.m.,When will Sleepy Eyes Chuck Todd and @NBCNews start talking about the Obama SURVEILLANCE SCANDAL and stop with the Fake Trump/Russia story?
April 1,9:02 a.m.,It is the same Fake News Media that said there is “no path to victory for Trump” that is now pushing the phony Russia story. A total scam!
,11:35 a.m., RT @DanScavino: .@POTUS @realDonaldTrump signs executive orders on trade that will set the stage for revival in American manufacturing. #Am…
April 1,11:59 a.m.," The failing @nytimes finally gets it - “In places where no insurance company offers plans, there will be no way for ObamaCare customers to.."
April 1,12:06 a.m.," ...use subsidies to buy health plans.” In other words, Ocare is dead. Good things will happen, however, either with Republicans or Dems."
April 1,12:50 p.m.," Wow, @FoxNews just reporting big news. Source: “Official behind unmasking is high up. Known Intel official is responsible. Some unmasked...."
April 1,1:02 p.m.,"..not associated with Russia. Trump team spied on before he was nominated.” If this is true, does not get much bigger. Would be sad for U.S."
April 1,6:21 p.m.,Thank you @JCLayfield -- will get even better as my Administration continues to put #AmericaFirst t.co/AQQzmt10x7
April 2,8:56 a.m.,Anybody (especially Fake News media) who thinks that Repeal & Replace of ObamaCare is dead does not know the love and strength in R Party!
April 2,9:03 a.m.,"Talks on Repealing and Replacing ObamaCare are, and have been, going on, and will continue until such time as a deal is hopefully struck."
April 2,9:34 a.m.,The real story turns out to be SURVEILLANCE and LEAKING! Find the leakers.
April 2,7:58 p.m.,"Melania and I are honored to light up the @WhiteHouse this evening, for #WorldAutismAwarenessDay. Join us & #LIUB. 45.wh.gov/TE8ak1"
April 3,6:15 a.m.,Such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends. “Spied on before nomination.” The real story.
April 3,7:16 a.m.,Was the brother of John Podesta paid big money to get the sanctions on Russia lifted? Did Hillary know?
April 3,7:21 a.m.,Did Hillary Clinton ever apologize for receiving the answers to the debate? Just asking!
April 3,8:51 a.m.,".@FoxNews from multiple sources: “There was electronic surveillance of Trump, and people close to Trump. This is unprecedented.” @FBI"
April 3,12:00 p.m.," Getting ready to meet President al-Sisi of Egypt. On behalf of the United States, I look forward to a long and wonderful relationship."
April 3,1:56 p.m.,Looking forward to hosting our heroes from the Wounded Warrior Project (@WWP) Soldier Ride to the @WhiteHouse on Thursday!
April 3,3:39 p.m.,It was an honor to welcome President Al Sisi of Egypt to the @WhiteHouse as we renew the historic partnership between the U.S. and Egypt.
April 4,8:39 a.m.,RT @DRUDGE_REPORT: RICE ORDERED SPY DOCS ON TRUMP? drudge.tw/2oUA1uA
April 4,2:38 p.m.,.@WhiteHouse #CEOTownHall  45.WH.Gov/iQXunx
April 4,3:38 p.m.,Thank you Sean McGarvey & the entire Governing Board of Presidents for honoring me w/an invite to speak. #NABTU2017 45.WH.Gov/pqxHvm
April 4,5:03 p.m.,Great to talk jobs with #NABTU2017. Tremendous spirit & optimism - we will deliver! thehill.com/policy/tr...
April 5,5:18 p.m.,I am deeply committed to preserving our strong relationship & to strengthening America’s long-standing support forJordan. @KingAbdullahII.
April 5,10:12 p.m.," JOBS, JOBS, JOBS! instagram.com/p/BShtQnLgquy"
April 6,2:30 p.m.,"It was an honor to host our American heroes from the @WWP #SoldierRideDC at the @WhiteHouse today with @FLOTUS, @VP and @SecondLady. #USA"
April 7,7:22 p.m.,RT @IvankaTrump: Very proud of Arabella and Joseph for their performance in honor of President Xi Jinping and Madame Peng Liyuan’s official…
April 8,10:50 a.m., It was a great honor to have President Xi Jinping and Madame Peng Liyuan of China as our guests in the United States. Tremendous...
April 8,10:51 a.m.," ...goodwill and friendship was formed, but only time will tell on trade."
April 8,10:54 a.m.," Congratulations to our great military men and women for representing the United States, and the world, so well in the Syria attack."
April 8,3:00 p.m.,The reason you don’t generally hit runways is that they are easy and inexpensive to quickly fix (fill in and top)!
April 8,3:58 p.m.,Judge Gorsuch will be sworn in at the Rose Garden of the White House on Monday at 11:00 A.M. He will be a great Justice. Very proud of him!
April 9,11:20 a.m., So sad to hear of the terrorist attack in Egypt. U.S. strongly condemns. I have great...
April 9,11:21 a.m., ...confidence that President Al Sisi will handle situation properly.
April 9,9:35 p.m.,Thank you @USNavy! #USA “RT @USNavy: .@POTUS @RealDonaldTrump calls #USSPorter and #USSRoss commanding officers to thank them and crews - go.usa.gov/xXG9n  #SyriaStrikes”
April 10,5:59 p.m.,Congratulations to Justice Neil Gorsuch on his elevation to the United States Supreme Court. A great day for America! #SCOTUS
April 10,7:56 p.m.,"Happy Passover to everyone celebrating in the United States of America, Israel, and around the world. #ChagSameach"
April 11,7:48 a.m.,RT @foxnation: Grateful Syrians React To @realDonaldTrump Strike: ‘I’ll Name My Son Donald’ bit.ly/2oQbg6I  #SyrianStrikes
April 11,7:59 a.m.,I explained to the President of China that a trade deal with the U.S. will be far better for them if they solve the North Korean problem!
April 11,8:03 a.m.,"North Korea is looking for trouble. If China decides to help, that would be great. If not, we will solve the problem without them! U.S.A."
April 11,8:59 a.m.,"Ron Estes is running TODAY for Congress in the Great State of Kansas. A wonderful guy, I need his help on Healthcare & Tax Cuts (Reform)."
April 11,4:27 p.m.,Great Strategic & Policy CEO Forum today with my Cabinet Secretaries and top CEO’s from around the United States #AmericaFirst
April 12,8:22 a.m.,Had a very good call last night with the President of China concerning the menace of North Korea.
April 12,8:37 a.m.,"Great win in Kansas last night for Ron Estes, easily winning the Congressional race against the Dems, who spent heavily & predicted victory!"
April 12,5:48 p.m.,Great meeting w/ NATO Sec. Gen. We agreed on the importance of getting countries to pay their fair share & focus on the threat of terrorism.
April 12,7:09 p.m.,Economic confidence is soaring as we unleash the power of private sector job creation and stand up for the American Workers. #AmericaFirst
April 12,7:10 p.m.,"One by one we are keeping our promises - on the border, on energy, on jobs, on regulations. Big changes are happening!"
April 12,8:32 p.m.,"Jobs are returning, illegal immigration is plummeting, law, order and justice are being restored. We are truly making America great again!"
April 13,9:08 a.m.,"I have great confidence that China will properly deal with North Korea. If they are unable to do so, the U.S., with its allies, will! U.S.A."
April 13,9:16 a.m.,Things will work out fine between the U.S.A. and Russia. At the right time everyone will come to their senses & there will be lasting peace!
April 13,3:21 p.m.,It was a great honor to welcome Atlanta’s heroic first responders to the White House this afternoon!
April 13,11:18 p.m., RT @DRUDGE_REPORT: GREAT AGAIN: FEDS ARREST MURDER SUSPECT IN ‘FAST AND FURIOUS’ SCANDAL... fxn.ws/2o7NY8K
April 14,4:41 p.m.,Weekly Address- 45.wh.gov/yaWaiv
April 14,5:46 p.m.,RT @FLOTUS: Looking forward to hosting the annual Easter Egg Roll at the @WhiteHouse on Monday!
April 16,8:18 a.m.,Why would I call China a currency manipulator when they are working with us on the North Korean problem? We will see what happens!
April 16,8:24 a.m.,Happy Easter to everyone!
April 16,9:07 a.m.,I did what was an almost an impossible thing to do for a Republican-easily won the Electoral College! Now Tax Returns are brought up again?
April 16,9:13 a.m.,Someone should look into who paid for the small organized rallies yesterday. The election is over!
April 16,9:41 a.m.,"Our military is building and is rapidly becoming stronger than ever before. Frankly, we have no choice!"
April 16,8:45 p.m.,"The recent Kansas election (Congress) was a really big media event, until the Republicans won. Now they play the same game with Georgia-BAD!"
April 17,8:07 a.m.,“The first 90 days of my presidency has exposed the total failure of the last eight years of foreign policy!” So true. @foxandfriends
April 17,8:13 a.m.,A great book for your reading enjoyment: “REASONS TO VOTE FOR DEMOCRATS” by Michael J. Knowles.
April 17,8:17 a.m.,The Fake Media (not Real Media) has gotten even worse since the election. Every story is badly slanted. We have to hold them to the truth!
April 17,9:31 a.m.,"The super Liberal Democrat in the Georgia Congressioal race tomorrow wants to protect criminals, allow illegal immigration and raise taxes!"
April 17,9:35 a.m.,RT @DRUDGE_REPORT: TRUMP APPROVAL HITS 50% TRUMP APPROVAL HITS 50% bit.ly/2oOVdFR
April 17,6:38 p.m.,TRUMP APPROVAL HITS 50% m.rasmussenreports.com/public_content…
April 17,6:41 p.m.,See you tomorrow Wisconsin! ‘Trump spurs small-business optimism in Milwaukee area’ jsonline.com...
April 17,10:18 p.m.," With eleven Republican candidates running in Georgia (on Tuesday) for Congress, a runoff will be a win. Vote “R” for lower taxes & safety!"
April 18,5:39 a.m.,The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!
April 18,5:48 a.m.,I will be interviewed on @foxandfriends by @ainsleyearhardt starting at 6:00 A.M. Enjoy!
April 18,6:38 a.m.,"Democrat Jon Ossoff would be a disaster in Congress. VERY weak on crime and illegal immigration, bad for jobs and wants higher taxes. Say NO"
April 18,6:46 a.m.,Republicans must get out today and VOTE in Georgia 6. Force runoff and easy win! Dem Ossoff will raise your taxes-very bad on crime & 2nd A.
April 18,4:38 p.m.,"Just learned that Jon @Ossoff, who is running for Congress in Georgia, doesn’t even live in the district. Republicans, get out and vote!"
April 18,4:56 p.m.,#BuyAmericanHireAmerican Watch 45.wh.gov/npcpYM
April 19,12:09 a.m.," Despite major outside money, FAKE media support and eleven Republican candidates, BIG “R” win with runoff in Georgia. Glad to be of help!"
April 19,8:43 p.m.,Dems failed in Kansas and are now failing in Georgia. Great job Karen Handel! It is now Hollywood vs. Georgia on June 20th.
April 19,1:31 p.m.,#BuyAmericanHireAmerican t.co/JPEXQTVR1E
April 19,9:34 p.m.,A great honor to host the @SuperBowl Champion New England @Patriots at the White House today. Congratulations! whitehouse.gov/the-press-offi …
April 20,9:48 a.m.,"Failing @nytimes, which has been calling me wrong for two years, just got caught in a big lie concerning New England Patriots visit to W.H."
April 20,3:33 p.m.,"We’re going to use American steel, we’re going to use American labor, we are going to come first in all deals. 45.wh.gov/7xvM2D"
April 20,5:35 p.m.,A great honor to host PM Paolo Gentiloni of Italy at the White House this afternoon! #ICYMI- Joint Press Conference: 45.wh.gov/32jE1S
April 21,6:11 a.m.,RT @foxandfriends: NYT editor apologizes for misleading tweet about New England Patriots’ visit to the White House (via @FoxFriendsFirst)
April 21,6:32 a.m.,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on presidential election!
April 21,6:50 a.m.,"No matter how much I accomplish during the ridiculous standard of the first 100 days, & it has been a lot (including S.C.), media will kill!"
April 21,9:04 a.m.,"China is very much the economic lifeline to North Korea so, while nothing is easy, if they want to solve the North Korean problem, they will"
April 21,4:22 p.m.,"WELCOME HOME, AYA! GodBlessTheUSA t.co/CR4I8dvunc"
April 21,4:22 p.m.,"RT @Scavino45: .@POTUS @realDonaldTrump, @IvankaTrump, Jared Kushner, & Dina Powell in the Oval Office today w/ Aya & her brother Basel. #WelcomeHomeAya"
April 21,8:43 p.m.,‘Presidential Executive Order on Identifying and Reducing Tax Regulatory Burdens’ Executive Order: 45.wh.gov/HirRFJ
April 21,11:38 p.m.," After 5 SB victories since 2002, it was my honor to give Bob Kraft, Coach Belichick, and the players their first tour of the WH Residence."
April 22,11:18 a.m.," RT @foxandfriends: Chicago approves new plan to hide illegal immigrants from the feds, plus give them access to city services"
April 22,11:18 a.m., RT @foxandfriends: Israeli PM Netanyahu praises U.S. policy changes during meeting with Defense. Sec Mattis
April 22,12:05 p.m., Getting ready to visit Walter Reed Medical Center with Melania. Looking forward to seeing our bravest and greatest Americans!
April 22,12:10 p.m., Next Saturday night I will be holding a BIG rally in Pennsylvania. Look forward to it!
April 22,12:15 p.m., Big TAX REFORM AND TAX REDUCTION will be announced next Wednesday.
April 22,3:01 p.m.,"Today on Earth Day, we celebrate our beautiful forests, lakes and land. We stand committed to preserving the natural beauty of our nation."
April 22,5:49 p.m.,I am committed to keeping our air and water clean but always remember that economic growth enhances environmental protection. Jobs matter!
April 23,10:05 a.m., Very interesting election currently taking place in France.
April 23,10:07 a.m.," Thank you Lake Worth, Florida. @foxandfriends"
April 23,10:20 a.m., ObamaCare is in serious trouble. The Dems need big money to keep it going - otherwise it dies far sooner than anyone would have thought.
April 23,11:42 a.m., The Democrats don’t want money from budget going to border wall despite the fact that it will stop drugs and very bad MS 13 gang members.
April 23,11:44 a.m.," Eventually, but at a later date so we can get started early, Mexico will be paying, in some form, for the badly needed border wall."
April 23,3:48 p.m.,New polls out today are very good considering that much of the media is FAKE and almost always negative. Would still beat Hillary in .....
April 23,3:55 p.m.,...popular vote. ABC News/Washington Post Poll (wrong big on election) said almost all stand by their vote on me & 53% said strong leader.
